RETOUR	AGE	INCOME	SEX	MARRIED	FICO	OWNHOME	LOC	BUY6	BUY12	BUY18	VALUE24	COA6	fin
NON	40	26	F	0	737	0	H	1	1	1	428	0	0
NON	55	56	M	1	723	0	H	1	1	2	917	0	0
NON	47	24	F	1	686	0	H	0	0	1	657	0	0
NON	35	58	M	0	749	0	H	0	0	0	306	0	0
NON	31	51	M	0	658	0	H	2	2	3	1017	0	0
NON	41	22	F	0	749	0	H	0	0	0	163	0	0
NON	55	55	M	1	680	0	H	1	1	1	470	0	0
NON	63	62	F	1	665	0	H	0	0	0	143	0	0
NON	52	55	F	1	705	1	H	1	1	1	613	0	0
NON	30	61	M	0	706	0	H	0	0	0	207	1	0
NON	53	54	M	0	664	0	H	0	0	1	444	0	0
OUI	45	62	F	1	730	0	H	0	0	0	452	0	0
OUI	41	51	M	0	686	0	H	0	0	0	254	0	0
NON	40	56	M	1	671	0	H	0	0	0	340	0	0
NON	37	56	F	1	724	1	H	0	0	0	333	0	0
NON	45	23	M	1	685	0	H	0	0	0	245	0	0
OUI	51	36	F	1	696	0	H	0	0	0	155	0	0
NON	41	47	M	1	659	0	H	0	1	1	508	0	0
NON	42	29	F	1	635	1	H	0	0	0	300	0	0
NON	61	63	M	1	731	0	H	0	1	1	410	0	0
NON	39	50	M	0	716	0	H	0	0	0	215	0	0
OUI	55	56	F	1	674	0	H	0	0	0	277	0	0
NON	46	66	M	1	678	1	H	1	1	2	543	0	0
NON	55	17	F	1	709	0	H	1	1	2	800	0	0
NON	44	19	F	1	718	0	H	0	0	0	326	0	0
NON	43	22	F	1	724	0	H	0	0	0	266	0	0
OUI	47	30	M	1	698	0	H	0	1	1	845	0	0
NON	50	20	F	0	707	1	H	0	0	0	230	0	0
NON	45	47	M	1	722	0	H	0	0	0	200	0	0
NON	47	62	F	1	634	0	H	0	0	0	181	0	0
NON	42	52	F	1	743	0	H	0	0	0	149	0	0
NON	42	56	F	1	675	0	H	0	0	0	311	0	0
NON	31	33	M	0	662	0	H	1	1	2	699	0	0
NON	43	57	F	1	651	0	H	0	0	0	154	0	0
NON	44	54	F	1	705	0	H	0	0	1	345	0	0
NON	56	69	M	1	657	0	H	1	1	2	632	0	0
NON	19	43	M	1	666	0	H	0	0	0	167	0	0
NON	39	58	F	0	693	1	H	1	1	1	406	0	0
NON	54	58	M	1	738	0	H	1	1	1	487	0	0
NON	48	20	F	0	677	1	H	0	0	0	299	0	0
NON	54	21	F	1	690	0	H	0	0	0	189	0	0
NON	46	23	F	1	673	1	H	0	1	1	634	0	0
NON	45	20	F	1	661	1	H	0	0	0	174	0	0
NON	44	15	F	1	677	1	H	0	0	0	639	0	0
NON	49	52	F	1	690	0	H	0	0	0	207	0	0
NON	40	56	M	1	743	0	H	0	1	1	390	0	0
NON	49	57	F	1	786	0	H	0	0	0	264	0	0
NON	39	51	M	0	662	0	H	0	0	1	678	0	0
NON	41	18	M	1	680	0	H	0	0	1	563	0	0
NON	36	50	F	0	712	0	H	0	0	0	133	0	0
NON	36	26	F	0	751	1	H	0	0	0	234	0	0
NON	50	75	F	0	673	0	H	0	0	0	124	0	0
OUI	38	19	F	0	738	0	H	0	0	0	134	0	0
OUI	40	22	F	1	700	0	H	0	0	0	155	0	0
NON	50	19	F	1	715	0	H	0	0	0	223	1	0
OUI	41	54	F	1	682	0	H	0	0	1	720	1	0
NON	37	49	F	1	695	0	H	0	0	0	241	0	0
OUI	48	48	M	0	689	0	H	0	0	0	243	0	0
NON	39	57	M	0	676	0	H	0	0	0	309	0	0
NON	51	52	M	1	702	0	H	0	1	2	515	0	0
OUI	59	50	M	0	682	1	H	0	0	0	252	0	0
NON	54	58	F	1	703	0	H	0	0	0	186	0	0
NON	58	17	F	1	678	0	H	0	0	0	172	0	0
NON	39	68	F	0	771	0	H	0	0	1	268	0	0
OUI	27	64	M	0	667	1	H	0	0	0	326	0	0
NON	49	35	F	1	744	0	H	0	0	0	478	0	0
NON	34	51	M	0	715	0	H	0	0	1	400	0	0
NON	44	70	M	1	717	0	H	0	0	0	301	0	0
NON	52	21	F	0	641	1	H	0	0	0	275	0	0
NON	50	53	M	1	709	0	H	1	1	1	365	0	0
NON	61	57	F	0	672	1	H	0	0	0	160	0	0
NON	59	32	M	1	684	0	H	0	0	0	185	0	0
NON	49	22	M	1	672	0	H	0	0	0	257	0	0
NON	50	65	M	0	638	0	H	0	0	0	200	0	0
NON	36	57	M	0	684	0	H	0	0	1	343	0	0
OUI	22	66	F	1	655	0	H	0	0	0	635	0	0
NON	44	49	M	1	705	0	H	0	0	1	488	0	0
NON	38	59	F	0	637	1	H	0	0	0	323	0	0
NON	50	18	F	1	669	0	H	0	0	0	336	0	0
NON	44	36	F	1	663	0	H	0	0	0	481	0	0
NON	48	70	M	1	696	1	H	0	0	0	296	0	0
NON	47	18	F	1	709	0	H	0	0	0	322	0	0
NON	45	17	F	0	714	1	H	0	0	0	126	0	0
NON	38	49	M	0	691	0	H	0	0	0	257	0	0
NON	37	31	M	0	698	1	H	0	0	0	205	0	0
NON	47	52	F	0	707	1	H	0	0	0	483	0	0
NON	45	21	M	1	716	0	H	0	0	0	250	0	0
NON	37	20	M	0	704	0	H	0	0	0	192	0	0
NON	34	69	M	0	686	0	H	0	0	0	308	0	0
NON	38	33	F	0	675	1	H	0	0	0	177	0	0
NON	41	21	F	1	715	0	H	0	0	0	208	0	0
NON	36	55	F	0	704	1	H	0	0	0	134	0	0
NON	51	57	M	1	650	0	H	1	1	1	666	0	0
NON	57	22	M	1	682	0	H	1	1	1	654	0	0
NON	35	77	F	0	702	1	H	0	0	0	207	0	0
NON	45	24	M	1	704	0	H	0	0	0	177	0	0
NON	36	55	F	0	706	1	H	0	0	0	298	0	0
NON	55	62	M	1	683	0	H	0	0	0	340	0	0
OUI	48	36	M	1	710	1	H	0	0	0	303	0	0
NON	50	24	M	1	645	0	H	0	0	0	201	0	0
NON	40	54	F	1	698	0	H	0	1	1	457	0	0
NON	47	26	F	1	658	0	H	0	0	1	607	0	0
NON	51	59	M	1	676	1	H	1	1	1	321	0	0
NON	40	32	M	0	694	0	H	0	0	0	301	0	0
NON	41	45	F	1	713	0	H	0	0	0	295	0	0
OUI	33	70	F	0	710	1	H	0	0	1	360	0	0
NON	26	56	M	1	708	1	H	0	0	0	151	0	0
NON	27	49	M	0	707	0	H	0	0	0	243	0	0
NON	61	58	F	0	689	0	H	0	0	0	121	0	0
NON	61	37	M	1	730	1	H	0	0	0	111	0	0
NON	42	27	F	1	746	0	H	0	0	1	986	0	0
NON	56	65	F	1	678	1	H	0	0	0	143	0	0
NON	49	48	F	1	705	0	H	0	0	1	741	0	0
NON	54	53	M	0	694	0	H	1	1	1	608	0	0
OUI	52	31	F	1	703	0	H	1	1	1	362	0	0
NON	50	74	F	1	697	0	H	0	0	0	218	0	0
NON	44	55	F	1	721	0	H	1	2	2	890	0	0
NON	48	23	F	0	684	0	H	0	0	0	153	0	0
NON	29	65	M	0	713	1	H	0	1	1	462	0	0
OUI	55	70	F	1	686	1	H	0	0	0	297	0	0
NON	33	48	F	0	655	0	H	0	0	1	322	0	0
NON	45	22	F	1	698	0	H	0	0	0	220	0	0
NON	51	58	M	1	734	0	H	1	1	1	276	0	0
NON	40	60	F	0	676	0	H	1	1	1	390	0	0
OUI	37	36	M	0	754	1	H	0	1	2	836	0	0
NON	42	50	M	0	659	0	H	0	0	0	311	0	0
NON	43	51	M	1	732	0	H	1	1	1	510	0	0
NON	29	64	F	1	678	0	H	0	0	0	561	0	0
NON	44	65	M	1	653	1	H	0	0	0	351	0	0
NON	57	18	F	0	636	0	H	0	0	0	113	0	0
NON	36	55	F	0	705	1	H	0	0	0	592	0	0
OUI	36	19	F	0	689	0	H	0	0	1	567	0	0
NON	35	71	F	0	729	0	H	0	0	0	245	0	0
NON	37	54	M	0	706	0	H	0	0	0	244	0	0
NON	38	61	M	0	681	0	H	0	0	0	290	0	0
NON	35	55	F	0	710	1	H	2	2	2	814	0	0
NON	58	58	M	1	662	0	H	0	0	0	466	0	0
NON	34	57	F	0	699	1	H	0	0	0	159	0	0
NON	54	55	F	1	725	1	H	0	0	0	193	0	0
NON	60	37	F	1	681	0	H	0	0	0	262	0	0
NON	26	71	M	0	707	1	H	0	0	1	383	0	0
NON	36	19	F	0	666	0	H	0	0	0	269	0	0
NON	50	21	F	1	722	0	H	0	0	0	292	0	0
NON	42	27	F	0	742	0	H	1	1	1	400	0	0
NON	41	52	F	1	698	1	H	1	1	1	442	0	0
NON	35	24	M	1	727	0	H	0	0	0	221	0	0
NON	42	24	F	1	645	1	H	0	0	0	179	0	0
NON	46	58	F	0	701	0	H	0	0	0	126	0	0
OUI	53	56	M	1	696	0	H	0	1	2	813	0	0
NON	30	21	F	0	665	1	H	1	1	1	470	0	0
NON	34	54	F	0	704	0	H	0	0	0	281	0	0
NON	43	19	M	1	748	0	H	0	1	1	647	0	0
NON	28	46	M	1	696	1	H	1	1	1	585	0	0
NON	38	49	F	0	691	1	H	0	0	1	528	0	0
NON	40	55	M	1	705	0	H	0	0	0	178	0	0
NON	45	56	M	0	699	0	H	0	0	0	138	0	0
NON	55	50	M	1	653	0	H	0	0	0	238	0	0
NON	56	30	M	0	695	1	H	0	0	0	236	0	0
NON	44	57	M	1	684	0	H	0	0	0	330	0	0
NON	30	20	F	0	694	0	H	0	1	1	517	0	0
NON	46	18	F	1	697	0	H	0	0	0	248	0	0
NON	42	53	M	0	666	0	H	0	0	0	295	0	0
NON	56	60	F	0	719	1	H	1	1	1	424	0	0
NON	46	50	F	1	684	0	H	0	0	1	519	0	0
OUI	52	51	M	1	682	0	H	0	1	2	806	0	0
NON	46	21	F	1	674	0	H	0	0	0	227	0	0
NON	36	22	F	0	737	0	H	0	1	1	405	0	0
NON	52	59	F	1	771	1	H	0	0	0	251	0	0
NON	47	30	F	0	696	0	H	1	1	1	439	0	0
NON	38	51	M	0	697	0	H	0	0	0	229	0	0
NON	53	54	F	1	706	0	H	0	0	0	234	0	0
NON	48	20	F	1	716	1	H	0	0	0	208	0	0
NON	28	51	M	0	714	0	H	0	0	0	274	0	0
NON	41	19	F	1	737	0	H	0	0	0	295	0	0
NON	43	62	M	1	688	1	H	0	1	1	371	0	0
NON	58	25	F	1	683	0	H	0	0	0	253	0	0
NON	45	67	M	1	696	1	H	0	0	0	176	0	0
OUI	37	33	F	0	651	0	H	0	0	0	188	0	0
NON	53	32	F	1	696	0	H	0	1	1	319	0	0
NON	45	56	F	0	633	0	H	0	0	0	170	0	0
NON	42	50	F	1	700	1	H	0	0	0	212	0	0
NON	55	35	M	0	667	1	H	0	1	1	265	0	0
NON	42	52	M	1	682	0	H	0	0	1	627	0	0
NON	28	34	F	0	677	0	H	0	0	0	157	0	0
NON	44	55	F	0	713	0	H	0	0	0	145	0	0
NON	42	18	F	1	708	0	H	0	0	0	331	0	0
NON	31	16	F	0	700	0	H	0	0	0	155	0	0
NON	24	55	M	1	691	1	H	0	0	0	339	0	0
OUI	39	57	M	0	691	0	H	0	0	1	485	0	0
NON	39	58	M	0	741	0	H	0	0	0	207	0	0
NON	45	24	F	1	635	0	H	0	0	0	168	0	0
NON	31	53	F	0	724	0	H	0	0	0	337	1	0
NON	64	18	M	0	657	0	H	0	0	0	282	0	0
OUI	29	62	F	1	769	0	H	0	0	1	720	0	0
NON	33	53	M	0	673	0	H	0	0	0	326	0	0
NON	42	79	F	1	734	1	H	0	1	1	727	0	0
NON	34	29	F	0	673	1	H	0	0	0	251	0	0
NON	48	17	F	1	676	0	H	0	0	0	272	0	0
OUI	50	64	F	1	703	1	H	0	0	2	867	0	0
NON	48	55	F	1	638	0	H	0	0	0	305	0	0
NON	43	64	M	1	740	1	H	0	0	0	133	0	0
NON	42	54	F	1	693	0	H	0	0	0	162	0	0
NON	53	56	M	1	651	0	H	0	0	0	284	0	0
NON	44	67	M	1	694	1	H	0	0	0	154	0	0
NON	58	30	F	0	634	0	H	1	2	2	821	0	0
OUI	45	55	M	1	687	0	H	0	1	2	723	0	0
NON	40	16	F	1	730	0	H	0	0	0	175	0	0
NON	19	65	F	0	663	0	H	0	0	0	197	0	0
NON	60	30	M	1	683	1	H	0	0	0	193	0	0
NON	30	51	M	0	738	0	H	0	0	0	223	1	0
NON	68	55	M	1	712	0	H	0	0	0	347	0	0
NON	51	63	M	1	673	0	H	0	0	0	498	0	0
NON	51	53	M	1	666	0	H	0	0	0	329	0	0
NON	41	52	M	1	690	0	H	0	0	0	146	1	0
NON	34	58	F	0	642	0	H	0	0	0	220	1	0
NON	37	18	F	0	660	0	H	0	0	0	180	0	0
NON	53	60	M	0	741	0	H	0	0	1	409	0	0
NON	49	16	F	1	699	0	H	0	0	0	458	0	0
NON	36	68	M	0	640	0	H	0	0	0	306	0	0
NON	29	22	F	0	705	0	H	0	0	0	304	0	0
NON	49	42	F	1	651	1	H	0	0	0	289	0	0
NON	42	52	M	1	686	0	H	0	0	0	154	0	0
NON	45	24	F	1	703	0	H	1	1	1	931	0	0
NON	44	20	F	0	679	0	H	0	0	0	279	0	0
NON	46	51	M	0	750	0	H	0	0	0	175	0	0
NON	50	59	M	1	708	0	H	0	1	1	319	0	0
NON	66	32	M	1	658	0	H	0	0	0	216	0	0
NON	36	22	F	1	700	0	H	0	1	1	296	0	0
NON	35	58	F	0	702	0	H	1	1	1	512	0	0
NON	44	18	F	1	677	0	H	1	1	1	536	0	0
NON	51	32	F	1	691	0	H	0	1	1	400	0	0
NON	43	17	M	1	689	1	H	0	0	0	236	0	0
NON	40	22	F	1	714	0	H	1	1	1	375	0	0
NON	49	54	M	1	725	0	H	0	0	0	292	0	0
NON	36	57	F	0	709	0	H	0	0	0	346	0	0
NON	45	57	F	1	676	0	H	0	0	0	297	0	0
OUI	45	52	F	1	691	0	H	0	0	0	286	0	0
NON	45	65	F	1	665	0	H	0	0	0	166	0	0
NON	72	19	M	0	738	0	H	0	0	0	273	0	0
NON	42	53	F	1	711	1	H	0	0	0	217	0	0
NON	35	54	M	0	706	0	H	0	0	0	229	0	0
NON	44	18	F	1	748	0	H	0	0	0	147	0	0
NON	42	26	F	1	722	0	H	0	1	1	494	0	0
NON	40	21	F	1	696	1	H	0	0	0	228	0	0
NON	51	53	F	1	684	1	H	0	0	0	122	0	0
NON	36	18	F	0	706	0	H	0	0	0	200	0	0
NON	53	61	M	1	667	0	H	0	1	1	475	0	0
NON	57	54	M	1	690	0	H	0	0	0	261	0	0
NON	52	58	M	0	703	0	H	0	0	0	197	0	0
NON	40	52	M	1	667	0	H	0	0	1	448	0	0
NON	58	55	M	1	753	0	H	0	0	0	586	0	0
NON	43	19	F	1	679	1	H	0	0	0	231	0	0
NON	27	68	M	0	747	0	H	0	0	0	315	1	0
NON	47	26	F	1	735	1	H	0	0	0	142	0	0
NON	56	16	F	1	710	0	H	1	1	1	846	0	0
OUI	39	19	F	1	678	0	H	0	0	0	255	0	0
NON	43	48	M	1	720	0	H	0	0	0	303	0	0
NON	36	68	M	0	637	1	H	1	1	2	983	0	0
OUI	44	22	F	1	703	0	H	1	1	1	457	0	0
NON	35	37	F	0	651	0	H	0	0	0	290	0	0
OUI	44	43	M	1	701	0	H	0	0	1	316	0	0
NON	58	32	F	0	716	1	H	0	0	0	385	0	0
OUI	36	38	F	0	652	0	H	1	1	1	286	0	0
NON	47	27	F	1	712	0	H	0	0	0	206	0	0
NON	38	18	M	0	716	0	H	0	0	1	369	0	0
NON	41	18	F	1	666	0	H	0	0	1	443	0	0
NON	46	52	M	1	705	0	H	0	0	1	433	0	0
NON	37	26	M	0	695	0	H	0	0	0	279	0	0
NON	48	53	M	1	666	0	H	0	0	0	335	0	0
NON	29	69	M	0	642	0	H	0	0	1	347	0	0
OUI	48	26	F	1	709	0	H	0	0	0	191	0	0
OUI	42	40	F	0	732	0	H	0	0	0	178	0	0
NON	42	54	F	1	712	0	H	0	0	0	141	0	0
OUI	41	39	F	1	708	0	H	0	0	0	313	0	0
NON	40	61	M	1	696	0	H	0	0	0	169	0	0
NON	41	37	M	1	755	1	H	0	0	0	131	0	0
NON	56	22	M	0	721	0	H	0	0	0	456	0	0
NON	54	61	M	1	687	0	H	0	0	0	204	0	0
NON	46	32	F	1	684	1	H	0	0	0	232	0	0
NON	55	30	F	1	695	1	H	0	0	0	128	0	0
NON	37	43	F	0	641	1	H	0	0	1	342	0	0
OUI	34	18	M	0	703	0	H	0	1	2	846	0	0
NON	48	21	F	0	724	1	H	0	0	0	300	0	0
OUI	47	32	M	1	665	1	H	0	0	1	337	0	0
NON	48	52	M	0	690	1	H	0	0	0	268	0	0
NON	53	50	M	1	725	0	H	1	1	1	447	0	0
NON	33	65	M	0	706	0	H	0	0	1	371	0	0
NON	34	49	M	0	726	0	H	0	0	0	174	0	0
NON	23	59	F	0	686	0	H	0	0	1	483	0	0
NON	49	51	F	1	695	1	H	0	0	0	236	1	0
NON	60	67	M	1	619	0	H	0	0	0	667	0	0
NON	39	53	F	0	691	1	H	0	0	0	249	0	0
NON	45	57	M	1	688	0	H	0	0	1	290	0	0
NON	38	54	M	0	722	0	H	0	0	0	293	0	0
NON	43	54	M	0	687	0	H	1	1	1	483	0	0
NON	44	44	M	1	687	0	H	0	0	0	437	0	0
OUI	54	69	M	1	706	0	H	1	1	1	432	0	0
NON	49	16	F	1	721	0	H	0	0	0	228	0	0
NON	38	32	F	0	657	0	H	0	0	0	328	0	0
NON	47	20	M	1	753	0	H	0	0	0	181	0	0
NON	47	34	M	1	711	1	H	0	0	0	279	0	0
NON	46	19	F	1	695	0	H	0	0	0	231	0	0
NON	59	63	M	1	691	0	H	0	1	1	317	0	0
NON	48	20	F	1	637	0	H	0	0	0	300	0	0
OUI	45	38	M	1	669	0	H	0	0	0	196	0	0
NON	56	62	M	1	665	0	H	0	1	1	287	0	0
NON	60	55	F	1	725	0	H	0	0	0	259	0	0
NON	37	18	F	0	714	0	H	0	0	0	156	0	0
OUI	37	27	F	0	695	0	H	0	1	1	634	0	0
OUI	36	63	M	0	648	0	H	0	0	2	757	0	0
NON	52	59	F	1	671	0	H	0	0	0	224	0	0
NON	39	53	M	0	727	0	H	0	0	1	235	0	0
NON	33	56	F	0	722	1	H	0	0	0	258	0	0
OUI	39	18	F	0	706	0	H	0	0	0	227	0	0
NON	45	54	M	1	721	0	H	0	0	0	300	0	0
OUI	23	72	F	0	752	1	H	1	1	1	372	0	0
NON	31	62	M	0	636	0	H	1	1	1	584	0	0
OUI	33	16	F	0	728	0	H	0	0	1	529	0	0
NON	22	20	F	0	703	1	H	0	0	1	305	0	0
NON	50	62	M	1	745	0	H	1	1	1	481	0	0
NON	49	60	M	1	695	0	H	0	0	0	332	0	0
NON	30	34	F	1	721	0	H	0	0	0	191	0	0
NON	38	61	F	0	735	0	H	0	0	0	278	0	0
NON	54	65	F	1	669	1	H	1	1	1	575	0	0
NON	45	62	F	1	658	1	H	0	0	0	256	0	0
NON	75	58	M	1	709	0	H	0	0	0	160	0	0
NON	63	22	M	1	694	0	H	0	0	0	149	0	0
NON	39	48	F	0	694	1	H	1	1	1	419	0	0
NON	38	17	F	0	663	0	H	0	0	0	255	0	0
NON	47	42	F	1	634	0	H	0	0	0	332	0	0
NON	46	56	F	1	694	0	H	0	0	0	677	0	0
OUI	37	53	F	0	683	0	H	0	1	2	710	0	0
NON	38	63	M	0	713	0	H	0	0	0	524	0	0
NON	50	22	F	0	749	0	H	0	0	0	254	0	0
NON	50	57	F	1	688	1	H	0	0	0	279	0	0
NON	48	19	M	0	695	0	H	0	0	0	205	0	0
OUI	37	52	M	0	697	0	H	0	0	0	276	0	0
NON	40	54	M	1	665	0	H	0	0	0	206	0	0
NON	47	28	F	1	710	0	H	1	1	1	528	0	0
NON	38	23	F	0	676	1	H	0	0	0	193	0	0
OUI	58	53	M	1	713	1	H	0	0	1	587	0	0
NON	52	22	F	1	697	0	H	1	1	1	630	0	0
NON	52	52	F	1	721	0	H	0	0	0	169	0	0
NON	49	55	M	1	677	0	H	0	1	1	551	0	0
NON	37	17	F	0	703	0	H	0	0	0	186	1	0
NON	35	24	F	0	714	1	H	0	0	0	113	0	0
NON	30	53	M	0	696	0	H	0	0	0	181	0	0
NON	42	60	M	1	692	1	H	0	0	0	314	0	0
NON	41	61	F	1	673	1	H	0	0	0	195	0	0
NON	47	68	F	1	682	0	H	0	0	0	217	0	0
OUI	40	59	M	0	724	1	H	0	1	2	622	0	0
NON	34	30	M	0	679	1	H	0	0	0	265	0	0
NON	46	52	F	0	712	0	H	1	1	1	243	0	0
OUI	52	21	F	1	685	0	H	0	0	0	196	0	0
NON	37	31	F	0	728	1	H	0	1	2	396	0	0
NON	59	61	F	1	691	0	H	0	0	0	124	0	0
OUI	33	65	M	1	652	1	H	0	0	0	246	0	0
NON	43	18	F	1	696	0	H	0	1	1	533	0	0
NON	55	52	M	1	710	0	H	0	0	0	179	0	0
NON	49	18	F	1	721	1	H	0	0	0	252	0	0
NON	40	58	M	1	697	1	H	0	0	0	218	0	0
OUI	46	63	F	1	728	0	H	1	1	1	308	0	0
OUI	47	36	M	1	659	0	H	0	0	1	657	0	0
OUI	45	16	F	1	670	0	H	0	1	2	623	0	0
OUI	47	73	M	0	693	0	H	0	1	3	923	0	0
NON	45	47	M	0	692	0	H	0	0	0	263	0	0
NON	55	49	M	1	688	0	H	0	0	0	278	0	0
NON	49	19	F	1	669	0	H	0	0	1	452	0	0
NON	24	49	F	0	740	1	H	0	0	0	266	0	0
NON	35	52	M	0	616	0	H	1	1	1	497	0	0
NON	40	39	F	1	685	1	H	0	0	0	330	0	0
NON	41	32	F	1	686	1	H	0	0	0	263	0	0
NON	52	32	F	1	703	0	H	0	0	0	170	0	0
OUI	52	19	F	1	647	0	H	0	0	2	1317	0	0
NON	42	53	F	0	672	0	H	0	0	0	272	0	0
NON	50	22	F	0	656	1	H	1	1	1	453	0	0
NON	31	26	F	1	737	0	H	0	0	0	229	0	0
NON	58	55	F	1	692	0	H	1	1	2	619	0	0
OUI	54	20	M	1	719	0	H	0	0	0	165	0	0
OUI	25	36	M	0	716	0	H	1	1	1	396	0	0
NON	35	69	M	0	679	1	H	0	1	1	477	0	0
OUI	21	25	M	0	688	1	H	0	0	0	309	0	0
NON	46	54	M	1	671	0	H	1	1	1	672	0	0
NON	48	66	M	1	659	1	H	0	0	0	458	0	0
NON	39	26	M	0	678	0	H	1	1	2	983	0	0
NON	42	22	F	0	693	0	H	0	1	1	330	0	0
NON	50	70	M	1	723	0	H	0	0	0	193	0	0
NON	44	59	M	1	645	0	H	0	0	0	323	0	0
NON	53	49	F	1	686	0	H	0	0	0	250	0	0
OUI	74	19	M	1	699	1	H	0	0	0	292	0	0
NON	44	48	F	1	736	0	H	0	0	0	337	0	0
NON	56	27	M	1	675	0	H	0	0	0	151	0	0
NON	42	52	M	0	702	0	H	1	2	2	459	0	0
NON	49	67	F	1	675	1	H	0	0	0	265	0	0
NON	41	50	M	1	686	0	H	0	0	1	607	0	0
NON	42	16	M	1	691	0	H	0	0	0	208	0	0
NON	42	20	M	1	689	0	H	1	1	1	425	0	0
NON	41	58	M	1	723	0	H	0	0	0	591	0	0
NON	47	27	F	0	640	1	H	0	0	0	299	0	0
NON	50	19	F	1	714	0	H	0	0	1	307	0	0
NON	48	52	M	0	722	0	H	0	0	0	285	0	0
NON	47	22	F	1	710	1	H	0	1	1	261	0	0
NON	36	19	M	0	730	0	H	0	0	0	129	0	0
NON	55	55	F	1	711	0	H	1	1	1	564	0	0
NON	35	56	M	0	669	0	H	0	0	0	248	0	0
NON	43	55	M	1	735	0	H	0	0	0	241	0	0
NON	40	33	M	1	645	0	H	0	0	0	320	0	0
OUI	67	51	F	1	709	0	H	1	1	2	486	0	0
NON	47	23	F	0	668	0	H	0	0	0	166	0	0
NON	45	18	F	1	699	0	H	1	1	2	884	0	0
NON	42	50	M	1	750	0	H	0	0	0	165	0	0
NON	45	54	F	1	658	0	H	0	0	0	540	0	0
NON	25	31	M	0	662	1	H	1	1	1	616	0	0
NON	45	55	F	1	719	0	H	0	0	0	301	0	0
NON	44	54	M	1	662	0	H	0	0	0	151	0	0
NON	42	29	F	1	693	0	H	0	0	1	430	0	0
NON	38	19	F	0	666	1	H	0	0	0	149	0	0
NON	42	19	F	0	743	0	H	0	0	0	284	0	0
NON	44	49	M	1	683	0	H	0	1	2	933	0	0
NON	44	52	M	0	669	0	H	0	0	0	217	0	0
NON	44	21	F	1	732	0	H	0	0	0	202	0	0
NON	45	55	M	1	661	0	H	0	0	0	165	0	0
OUI	37	29	M	0	660	0	H	0	0	0	292	0	0
OUI	49	22	F	1	714	0	H	0	0	0	581	0	0
NON	47	20	M	0	639	0	H	0	0	0	205	0	0
NON	25	49	F	0	740	1	H	1	2	2	343	0	0
NON	42	55	M	1	720	0	H	1	1	1	628	0	0
NON	39	54	M	0	683	0	H	0	0	0	246	0	0
NON	36	64	M	1	681	1	H	1	1	1	480	0	0
NON	38	45	M	0	686	0	H	0	0	0	234	0	0
NON	52	24	F	1	657	1	H	0	0	0	493	0	0
NON	50	52	F	1	687	1	H	0	0	0	210	0	0
NON	41	69	F	0	750	0	H	0	0	0	221	0	0
NON	37	64	M	0	673	0	H	0	0	0	287	0	0
NON	58	60	M	1	690	0	H	0	0	1	247	0	0
NON	68	79	M	0	685	0	H	0	0	0	248	0	0
NON	42	58	M	1	671	0	H	0	0	0	320	0	0
NON	59	48	M	1	677	1	H	0	0	0	258	0	0
OUI	42	60	M	1	713	0	H	0	0	0	233	0	0
NON	44	55	F	0	729	0	H	1	1	1	414	0	0
NON	41	49	F	1	651	0	H	0	0	0	218	0	0
NON	48	21	F	1	677	0	H	0	0	0	459	0	0
NON	31	36	M	0	741	1	H	0	0	0	259	0	0
NON	23	65	M	1	665	0	H	1	1	1	568	0	0
NON	49	53	F	1	706	0	H	0	0	0	191	0	0
NON	44	54	F	1	703	0	H	0	0	0	238	0	0
NON	56	57	M	1	658	0	H	0	0	0	313	0	0
NON	33	80	F	0	724	0	H	0	0	0	246	0	0
NON	57	54	M	1	721	0	H	0	0	0	166	0	0
NON	45	35	F	1	704	0	H	0	0	0	163	0	0
NON	47	53	M	1	717	0	H	0	0	0	297	0	0
NON	49	29	F	1	702	0	H	0	0	0	325	0	0
NON	47	50	F	0	703	0	H	0	0	0	169	0	0
NON	51	55	M	1	680	0	H	0	0	0	173	0	0
NON	45	67	M	1	769	0	H	0	0	0	370	0	0
NON	60	50	M	1	680	0	H	0	1	1	304	0	0
OUI	40	21	F	0	670	0	H	0	0	0	187	0	0
NON	36	61	M	0	684	0	H	0	0	1	424	0	0
NON	57	58	M	1	681	0	H	0	0	0	221	0	0
NON	52	34	M	0	705	0	H	0	0	0	299	0	0
NON	32	51	M	0	721	0	H	0	0	0	211	0	0
NON	42	64	F	1	732	1	H	0	0	0	258	0	0
NON	44	30	F	1	699	0	H	0	0	0	269	0	0
OUI	37	59	M	0	638	0	H	0	0	0	179	0	0
NON	49	39	F	0	681	1	H	0	0	0	193	0	0
NON	49	54	F	1	664	1	H	0	0	0	178	0	0
NON	43	15	M	1	740	0	H	0	0	1	625	0	0
NON	50	46	F	1	702	0	H	0	0	0	224	0	0
NON	32	52	M	0	720	0	H	0	1	1	368	0	0
OUI	35	31	F	0	693	1	H	0	0	0	218	0	0
NON	54	19	M	1	705	0	H	0	1	1	412	0	0
NON	45	17	M	1	689	0	H	1	1	1	910	0	0
NON	50	18	F	1	703	1	H	0	0	0	221	0	0
NON	49	53	F	1	670	1	H	0	0	0	310	0	0
NON	40	36	F	1	690	0	H	0	0	0	336	0	0
NON	50	18	F	0	684	1	H	1	1	1	429	0	0
NON	31	17	F	0	672	1	H	0	0	0	214	0	0
NON	45	18	F	1	694	0	H	0	0	0	240	0	0
